HomeTeam,AwayTeam,HomeGoals,AwayGoals,StandingDiff,HomeWins,AwayWins,AvgHomeGoals,AvgAwayGoals,AvgHomeShots,AvgAwayShots,AvgHomeShotsOnTarget,AvgAwayShotsOnTarget,AvgHomeCorners,AvgAwayCorners,AvgHomeGoalsConceded,AvgAwayGoalsConceded,AvgHomeShotsConceded,AvgAwayShotsConceded,Year,Day,FTR
0,32,3,0,-7,80.0,40.0,1.8,1.2,16.0,9.6,8.8,5.8,8.2,5.4,0.8,1.6,7.8,12.2,2011,5,2
1,22,3,2,-9,40.0,20.0,1.4,1.0,10.6,11.6,4.6,6.0,5.6,4.8,0.8,1.6,11.2,16.6,2011,5,2
2,9,0,1,13,20.0,40.0,1.2,1.6,12.8,18.2,6.2,9.8,6.2,6.8,2.4,1.2,14.8,10.8,2011,5,0
17,29,0,0,-12,40.0,0.0,1.6,0.8,16.2,10.2,8.4,6.4,8.6,6.4,1.0,2.8,11.0,18.8,2011,5,1
19,28,1,0,-9,80.0,20.0,3.4,1.0,18.6,13.0,12.0,6.8,7.0,4.8,1.8,1.0,18.2,14.4,2011,5,2
23,18,2,3,15,20.0,80.0,0.6,4.0,12.8,19.0,6.0,11.2,5.0,6.2,1.2,1.2,10.6,10.4,2011,5,0
3,27,5,0,1,0.0,20.0,0.8,0.6,12.4,9.4,8.4,3.8,4.8,3.6,3.4,2.0,16.0,10.2,2011,6,2
12,30,1,3,3,20.0,60.0,2.0,1.6,14.8,14.2,9.8,9.0,5.6,5.8,1.2,1.4,12.6,14.6,2011,6,0
35,34,3,1,1,20.0,0.0,1.0,0.2,17.0,10.8,8.8,5.4,6.6,6.4,1.8,1.8,13.6,16.2,2011,6,2
11,35,2,1,-10,20.0,20.0,1.0,0.8,15.6,9.8,8.4,4.8,4.6,6.2,1.4,1.6,8.4,16.0,2011,19,2
18,21,3,1,-9,100.0,60.0,3.2,1.4,20.0,11.4,11.2,6.8,6.4,5.2,0.4,0.6,8.2,14.8,2011,19,2
22,0,1,2,14,40.0,20.0,1.8,2.2,13.0,15.6,6.8,9.6,4.2,6.4,1.4,3.4,13.0,13.8,2011,19,0
27,23,2,3,-5,40.0,40.0,1.0,1.0,9.4,13.8,4.4,8.4,5.4,5.6,0.8,2.2,12.6,16.2,2011,19,0
28,12,0,0,2,20.0,20.0,1.8,0.6,12.4,10.6,6.8,5.6,5.8,3.4,1.4,1.2,10.8,14.0,2011,19,1
29,19,0,1,17,60.0,60.0,1.6,2.0,12.6,10.8,6.8,6.4,6.4,4.8,0.2,0.6,10.8,16.0,2011,19,0
32,3,2,1,-3,20.0,40.0,0.6,1.8,13.0,9.0,7.4,5.6,3.4,3.2,1.0,2.0,13.2,17.2,2011,19,2
34,2,3,3,1,20.0,0.0,1.0,1.4,13.4,9.2,8.6,5.6,6.0,3.4,1.6,2.2,13.4,13.2,2011,19,1
9,17,1,2,-4,80.0,60.0,3.0,1.2,14.4,14.0,8.4,7.4,4.2,7.4,1.8,1.0,8.4,11.8,2011,20,0
0,12,1,1,-4,100.0,20.0,2.4,0.6,16.4,11.6,9.0,6.6,7.2,3.2,0.4,0.8,7.0,13.2,2011,26,1
3,11,0,2,7,20.0,40.0,1.4,1.2,15.2,10.0,10.8,5.0,5.8,3.0,2.8,1.6,14.4,12.8,2011,26,0
9,35,3,0,-15,60.0,0.0,2.8,0.6,13.6,8.0,7.0,4.2,4.0,5.2,2.0,1.8,9.0,15.4,2011,26,2
19,21,1,1,-11,80.0,40.0,3.0,1.4,16.2,11.0,9.6,6.2,6.0,5.0,1.8,1.2,16.0,14.2,2011,26,1
22,23,2,1,0,40.0,40.0,1.8,1.4,12.6,14.8,6.2,9.4,3.8,6.4,1.6,2.6,14.0,16.8,2011,26,2
27,2,3,1,-2,40.0,0.0,1.4,1.8,11.6,8.4,5.2,4.8,6.4,3.2,1.4,2.2,10.4,15.6,2011,26,2
28,34,1,2,-6,20.0,0.0,1.8,0.4,12.0,11.4,7.4,6.0,5.6,6.2,1.2,2.4,11.0,16.4,2011,26,0
32,30,1,3,6,40.0,80.0,0.8,2.2,13.4,11.8,7.6,8.2,3.6,5.4,0.8,1.0,12.6,14.4,2011,26,0
17,18,1,1,3,40.0,80.0,1.4,4.0,17.6,18.8,9.6,11.0,9.6,4.8,0.8,1.2,9.8,12.8,2011,27,1
29,1,0,0,9,60.0,0.0,1.6,1.2,12.0,7.6,6.8,3.8,6.2,3.6,0.4,2.2,11.4,16.4,2011,27,1
1,19,0,1,8,40.0,60.0,1.4,1.8,11.2,11.2,4.6,6.8,5.8,4.2,1.0,0.4,11.0,15.0,2011,3,0
2,29,4,2,-3,20.0,0.0,1.0,0.8,12.2,10.4,6.2,6.0,4.8,6.4,2.2,2.0,14.6,17.2,2011,3,2
18,22,5,1,-15,100.0,20.0,3.0,1.2,17.2,10.8,9.2,6.8,5.8,5.4,0.6,2.0,8.6,15.4,2011,3,2
21,9,0,3,10,80.0,60.0,2.0,1.8,13.4,16.6,8.0,9.2,5.4,7.2,1.0,1.2,11.4,12.2,2011,3,0
23,32,1,1,7,20.0,40.0,1.0,1.0,13.8,10.2,6.4,5.8,5.0,4.8,1.0,1.8,11.2,10.2,2011,3,1
30,3,3,0,-9,80.0,20.0,2.4,1.2,19.4,8.0,11.2,5.4,7.6,3.8,1.4,2.4,11.4,17.8,2011,3,2
34,0,0,4,12,20.0,40.0,1.4,2.6,14.0,17.8,8.6,11.6,6.0,6.6,2.0,3.6,12.0,14.0,2011,3,0
11,27,0,1,-6,40.0,20.0,1.4,0.4,15.4,8.2,8.8,4.0,6.0,3.2,1.4,2.8,8.4,12.4,2011,4,0
35,28,2,1,7,20.0,20.0,1.2,0.8,16.2,11.8,9.8,6.2,6.2,4.6,2.0,1.0,14.6,15.2,2011,4,2
12,17,1,0,2,20.0,60.0,2.2,1.2,17.4,13.2,12.0,6.4,7.4,7.4,1.8,1.2,12.8,13.4,2011,5,2
0,11,1,0,-3,80.0,40.0,2.4,1.4,16.8,11.6,9.8,7.0,9.0,3.0,0.6,1.6,7.0,11.6,2011,10,2
3,1,1,2,5,20.0,0.0,1.4,0.8,12.8,8.0,9.6,4.0,5.2,4.8,2.2,1.8,15.2,14.2,2011,10,0
17,23,1,0,-12,20.0,40.0,1.0,1.6,17.6,13.6,9.6,8.4,8.8,5.8,0.8,2.6,9.8,17.2,2011,10,2
19,35,4,1,-16,60.0,0.0,1.6,0.6,15.8,8.8,9.2,4.2,7.6,4.0,1.6,2.4,13.8,15.8,2011,10,2
22,21,4,2,6,60.0,40.0,2.2,1.6,12.2,11.0,6.8,6.8,4.8,4.8,1.6,1.4,13.8,16.0,2011,10,2
29,12,2,0,10,60.0,20.0,1.6,0.6,10.2,10.4,6.0,6.0,5.6,2.8,0.4,0.6,10.8,14.6,2011,10,2
32,34,1,2,-5,40.0,20.0,1.0,0.8,12.0,11.0,7.2,5.8,2.8,6.0,1.2,2.0,15.8,15.2,2011,10,0
27,30,2,1,8,40.0,80.0,1.8,2.4,12.6,13.0,6.0,8.8,6.4,5.4,1.6,1.2,9.6,14.2,2011,11,2
28,2,2,1,-5,20.0,0.0,1.8,1.8,12.6,9.6,8.2,6.2,5.4,4.0,1.2,2.6,9.2,14.6,2011,11,2
9,18,2,1,-1,60.0,60.0,2.8,3.2,13.8,15.8,7.6,9.2,4.2,4.8,1.8,1.2,8.6,13.2,2011,12,2
2,32,1,2,4,40.0,20.0,1.8,1.0,12.2,10.4,6.8,6.0,4.4,5.2,2.4,2.0,14.8,9.6,2011,17,0
11,22,1,1,-11,40.0,20.0,1.0,1.2,14.2,10.0,7.6,6.0,6.4,5.0,1.2,2.4,8.4,16.4,2011,17,1
12,3,2,0,-6,40.0,20.0,2.2,1.0,18.6,9.2,13.0,6.4,5.6,3.8,1.6,2.4,14.2,19.4,2011,17,2
21,29,0,0,-6,60.0,0.0,1.6,1.2,14.0,10.4,8.0,6.0,5.4,6.2,1.4,2.6,12.4,16.4,2011,17,1
34,9,1,1,14,0.0,60.0,1.0,2.0,12.8,17.6,7.4,10.2,5.2,6.8,2.8,1.0,11.4,12.6,2011,17,1
35,27,1,2,4,40.0,20.0,1.6,0.4,17.2,8.2,10.6,4.6,7.0,4.2,1.8,2.8,14.8,11.4,2011,17,0
1,17,0,2,3,40.0,60.0,1.4,1.2,9.6,12.6,4.2,6.0,4.6,7.0,1.2,1.2,12.6,16.6,2011,18,0
18,0,1,0,-1,100.0,60.0,3.4,3.0,16.8,17.2,10.4,11.0,6.6,6.6,0.8,2.0,7.8,10.4,2011,18,2
23,19,0,2,17,20.0,60.0,1.2,1.0,13.8,10.8,6.2,6.0,4.4,3.8,1.2,0.4,12.6,12.4,2011,18,0
30,28,1,0,-5,100.0,20.0,2.8,1.0,21.4,13.0,12.4,7.0,7.0,4.4,0.4,1.4,9.6,15.2,2011,18,2
2,3,1,2,1,20.0,20.0,1.2,1.0,13.6,11.4,8.6,7.0,4.6,4.2,2.2,2.2,12.6,18.0,2011,20,0
35,22,2,2,-1,40.0,0.0,1.8,1.0,16.6,9.2,10.4,5.2,7.6,3.2,1.6,2.4,13.0,20.6,2011,20,1
1,0,1,2,5,40.0,60.0,1.2,2.4,10.8,14.8,5.4,9.4,4.6,5.2,1.4,1.4,12.2,11.4,2011,21,0
11,29,1,0,-11,20.0,0.0,0.6,1.0,16.4,10.0,8.6,5.2,8.2,5.2,1.2,1.8,8.0,16.8,2011,21,2
12,19,0,5,7,60.0,80.0,2.2,1.2,19.0,12.0,12.6,6.6,6.0,4.2,1.2,0.2,13.4,11.8,2011,21,0
18,27,3,0,-10,100.0,40.0,3.2,0.8,16.2,8.0,10.6,4.4,6.0,4.2,0.8,2.2,8.8,11.8,2011,21,2
21,32,2,3,1,40.0,40.0,1.0,1.4,13.6,10.4,7.6,5.6,6.4,5.0,1.2,1.6,12.2,11.6,2011,21,0
23,28,2,3,8,20.0,20.0,1.0,0.8,12.6,12.2,5.0,6.6,3.2,3.6,1.4,1.2,14.8,16.2,2011,21,0
34,17,0,0,10,0.0,80.0,1.0,1.6,14.8,15.4,8.0,8.0,6.4,8.8,2.6,0.4,10.6,15.0,2011,21,1
30,9,1,1,3,100.0,60.0,2.2,2.0,19.8,15.6,11.6,9.4,7.4,5.8,0.4,0.6,10.2,13.2,2011,22,1
3,21,0,2,2,20.0,40.0,1.4,1.8,14.8,9.0,10.6,5.8,5.2,3.4,2.2,2.0,16.4,16.6,2011,26,0
9,12,1,1,-6,60.0,20.0,2.4,0.6,13.4,9.2,7.6,5.6,5.0,3.6,1.8,1.0,9.0,16.2,2011,26,1
17,2,1,1,-9,20.0,0.0,0.8,1.8,19.0,9.4,11.4,6.4,10.8,3.6,0.6,2.4,8.8,15.2,2011,26,1
19,34,5,0,-15,60.0,40.0,1.8,1.0,17.8,10.6,11.4,5.8,8.4,4.6,1.6,1.6,12.0,14.4,2011,26,2
27,1,0,0,4,60.0,20.0,2.0,1.0,11.8,9.8,5.8,5.4,6.2,5.2,1.6,1.8,10.0,14.2,2011,26,1
28,11,1,1,3,20.0,40.0,1.4,1.4,15.4,11.6,9.2,6.6,6.0,2.8,1.4,1.4,8.0,10.4,2011,26,1
32,18,0,0,8,40.0,60.0,1.2,3.0,13.0,13.6,7.8,7.8,5.2,3.2,1.6,1.2,13.6,13.0,2011,26,1
0,35,1,1,-13,80.0,0.0,2.0,0.6,14.6,8.8,8.4,4.6,8.6,4.0,0.6,2.8,7.8,17.4,2011,27,1
22,30,0,2,13,60.0,60.0,2.6,2.2,12.6,13.2,7.4,9.8,4.8,6.0,1.8,1.4,13.6,15.2,2011,27,0
29,23,1,1,0,60.0,20.0,1.4,1.0,12.0,11.4,6.6,6.4,6.4,5.2,0.4,2.8,10.6,18.8,2011,27,1
17,21,3,1,-6,20.0,40.0,0.8,1.8,21.8,9.4,12.4,6.0,11.0,3.2,0.6,1.8,7.8,12.4,2011,30,2
0,23,1,0,-14,60.0,20.0,1.8,1.2,15.2,10.4,9.6,5.8,9.4,6.6,0.6,1.8,7.4,16.4,2011,31,2
3,35,1,1,-3,20.0,0.0,1.2,0.8,12.8,7.4,9.2,3.4,5.2,2.4,1.6,2.6,14.6,18.6,2011,31,1
9,1,1,3,-7,40.0,20.0,2.0,0.8,16.8,10.2,9.6,5.0,6.4,6.4,1.8,1.0,9.0,12.6,2011,31,0
19,2,2,3,-14,60.0,0.0,2.4,1.8,17.8,8.4,11.4,5.0,8.4,2.6,1.6,2.4,11.2,18.4,2011,31,0
22,12,1,1,10,40.0,20.0,2.0,0.8,11.2,10.2,6.6,6.6,4.6,3.8,2.0,0.8,15.0,18.2,2011,31,1
27,34,2,2,-3,40.0,40.0,1.6,1.0,10.4,9.6,5.0,5.0,6.6,3.0,1.6,2.2,11.2,14.6,2011,31,1
29,30,1,1,13,40.0,80.0,1.2,2.2,11.6,14.8,6.4,9.8,6.2,7.6,0.6,1.0,10.8,14.4,2011,31,1
28,18,1,0,7,20.0,40.0,1.2,2.2,15.4,13.4,9.4,7.2,5.6,4.0,1.2,1.2,8.4,13.4,2012,1,2
32,11,0,1,4,20.0,40.0,0.8,1.4,11.0,11.6,6.2,6.2,5.8,3.6,1.6,1.0,14.6,11.4,2012,1,0
1,29,0,2,-9,20.0,0.0,1.0,0.8,9.6,8.4,4.2,5.2,5.0,4.8,1.8,1.4,11.0,16.4,2012,2,0
2,27,1,2,2,20.0,40.0,1.4,0.8,16.0,6.2,9.2,3.2,4.8,3.6,1.8,2.4,10.4,14.0,2012,2,0
12,0,2,1,4,40.0,80.0,1.0,2.6,17.8,13.8,11.6,9.2,5.8,6.8,2.2,1.2,12.8,10.2,2012,2,2
23,22,1,2,0,20.0,0.0,1.2,1.4,13.6,10.2,5.6,6.8,3.8,3.8,1.8,2.4,16.2,20.8,2012,2,0
35,9,1,2,15,40.0,40.0,2.0,1.2,15.2,15.4,9.8,8.6,6.4,5.6,1.6,0.6,14.6,13.6,2012,2,0
18,17,3,0,-3,100.0,60.0,3.0,1.2,17.2,16.0,11.8,8.2,6.0,9.8,0.6,0.4,7.6,15.6,2012,3,2
30,32,1,0,-6,80.0,60.0,2.0,1.6,19.8,11.8,12.0,6.6,7.0,4.4,0.4,1.6,11.6,13.4,2012,3,2
34,28,1,4,6,0.0,40.0,0.8,1.2,15.2,14.0,8.2,8.4,6.8,5.4,2.0,1.2,11.4,15.6,2012,3,0
11,3,1,2,-7,40.0,20.0,0.8,0.8,16.6,10.2,9.0,5.8,9.0,5.2,0.8,2.2,5.8,18.8,2012,4,0
21,19,3,0,11,40.0,100.0,1.0,2.0,15.4,12.8,8.4,8.4,7.4,5.6,1.4,0.0,12.8,11.6,2012,4,2
30,11,2,0,-2,80.0,40.0,1.6,1.0,19.4,12.0,12.2,6.4,9.0,4.8,0.2,0.8,10.8,10.4,2012,11,2
1,11,1,1,2,20.0,40.0,0.8,0.8,11.0,11.4,4.6,6.0,7.2,5.0,1.8,0.8,11.0,11.2,2012,14,1
2,12,3,1,7,20.0,0.0,1.4,0.6,15.0,11.0,9.0,6.8,4.8,4.4,1.8,1.0,10.2,18.2,2012,14,2
9,28,1,0,-8,40.0,40.0,1.6,1.6,17.6,12.4,8.6,8.2,7.6,4.4,1.4,1.4,8.8,16.6,2012,14,2
17,27,0,0,-7,40.0,60.0,1.2,1.0,19.8,6.8,10.8,3.4,10.4,4.0,0.6,2.0,6.4,15.0,2012,14,1
19,3,3,0,-13,60.0,40.0,2.6,1.0,20.6,11.0,12.4,6.6,10.4,6.8,1.0,1.8,9.4,16.8,2012,14,2
30,35,1,1,-12,80.0,0.0,1.6,0.8,18.2,7.2,11.8,4.0,8.0,2.8,0.2,2.2,12.0,17.6,2012,14,1
32,22,1,2,-7,20.0,20.0,0.8,1.6,11.0,10.4,5.4,6.0,5.6,4.2,1.4,2.4,13.8,17.6,2012,14,0
21,23,1,0,-6,40.0,20.0,1.4,1.0,14.8,9.2,7.6,4.8,6.8,5.8,1.4,1.4,11.6,15.2,2012,15,2
29,0,3,2,14,20.0,60.0,0.8,1.8,10.4,14.6,5.6,9.6,6.2,7.0,0.6,1.0,11.6,12.0,2012,15,2
34,18,0,1,13,0.0,20.0,1.0,1.0,15.6,14.6,8.4,7.0,6.8,5.2,2.4,1.2,12.0,12.6,2012,16,0
3,17,3,1,8,20.0,40.0,1.4,0.8,12.4,16.2,9.4,8.8,5.4,9.0,1.4,1.0,12.6,15.6,2012,21,2
11,2,1,1,-8,40.0,20.0,1.0,1.8,15.0,8.0,7.6,4.6,9.2,2.8,1.0,2.2,6.8,21.0,2012,21,1
12,21,5,2,-4,60.0,20.0,1.2,1.4,19.0,9.2,11.6,6.0,5.6,2.8,1.8,2.2,14.0,13.4,2012,21,2
22,9,0,0,16,40.0,60.0,1.6,1.6,12.2,15.6,7.2,9.2,4.2,5.4,1.6,0.6,14.8,13.8,2012,21,1
23,34,3,1,2,0.0,40.0,1.2,1.4,13.8,9.2,6.2,5.2,4.2,3.4,2.2,2.4,16.0,14.4,2012,21,2
27,32,1,2,2,40.0,40.0,1.8,1.2,10.8,11.8,4.8,6.0,6.6,4.2,1.4,1.6,12.0,16.8,2012,21,0
28,29,2,0,-8,40.0,20.0,1.0,0.8,14.4,6.8,8.8,3.2,4.8,2.2,0.8,1.0,11.4,14.4,2012,21,2
35,1,2,3,8,40.0,40.0,1.8,1.0,13.0,10.6,8.2,5.8,4.8,5.6,1.6,0.8,14.4,13.2,2012,21,0
0,19,1,2,3,60.0,80.0,1.4,1.8,16.6,12.6,10.0,8.4,9.8,6.2,0.4,0.6,7.6,10.0,2012,22,0
18,30,3,2,-2,100.0,60.0,3.0,2.0,15.6,15.4,11.6,9.8,6.0,7.6,0.4,1.0,9.4,13.4,2012,22,2
11,18,1,0,4,20.0,20.0,0.8,0.6,15.4,13.8,7.4,7.0,8.4,6.0,1.0,0.8,8.8,10.4,2012,31,2
19,27,2,0,-12,60.0,60.0,3.0,1.0,21.4,5.6,12.4,2.4,11.4,3.4,1.0,1.0,9.8,13.6,2012,31,2
29,9,1,1,16,40.0,40.0,1.4,1.4,10.4,17.0,5.4,9.4,6.8,6.0,0.8,0.6,11.8,12.2,2012,31,1
30,34,3,1,-11,60.0,40.0,1.2,1.4,17.6,8.4,10.6,4.6,8.2,2.4,0.4,2.4,10.4,15.0,2012,31,2
35,17,0,3,11,20.0,20.0,1.6,0.6,13.0,16.6,7.6,9.8,6.2,9.0,2.0,1.4,14.0,15.0,2012,31,0
1,23,2,2,-9,0.0,0.0,0.4,0.4,12.0,10.4,5.6,5.0,7.8,5.2,1.6,1.2,10.6,13.6,2012,1,1
2,21,0,2,3,40.0,20.0,2.0,1.6,15.4,10.2,9.6,6.4,3.8,3.0,1.8,2.6,11.2,13.0,2012,1,0
3,0,0,0,10,20.0,40.0,1.0,1.8,11.4,13.4,7.8,8.6,4.0,6.2,1.6,1.4,13.0,12.4,2012,1,1
12,32,1,1,-3,80.0,60.0,2.0,1.6,15.8,13.0,9.0,6.4,3.8,4.2,1.6,1.2,15.4,16.4,2012,1,1
28,22,3,0,-8,60.0,40.0,1.4,1.6,13.2,10.0,7.6,5.4,4.0,4.0,0.8,2.0,11.0,18.4,2012,1,2
0,2,7,1,-11,40.0,20.0,1.0,1.4,16.6,9.6,9.8,5.8,9.0,3.8,0.8,1.8,7.6,19.8,2012,4,2
18,12,3,0,-5,100.0,0.0,3.0,0.8,15.8,11.8,11.2,6.4,7.0,4.8,0.6,1.6,9.8,18.6,2012,4,2
22,3,2,0,4,40.0,40.0,1.4,0.8,11.8,11.6,7.0,6.4,4.2,6.4,1.2,2.0,14.6,17.4,2012,4,2
23,35,1,2,1,20.0,0.0,1.4,0.8,13.4,7.4,6.0,4.4,5.0,2.8,1.8,2.0,14.6,19.4,2012,4,0
27,28,0,1,3,40.0,40.0,1.6,1.6,9.4,12.4,4.0,8.4,5.8,4.4,1.2,1.4,13.2,17.8,2012,4,0
32,29,1,2,-7,0.0,20.0,0.6,0.8,11.0,7.2,5.2,3.4,6.2,2.2,1.6,1.4,13.6,12.2,2012,4,0
34,11,1,1,9,0.0,20.0,0.4,0.6,12.8,9.4,7.0,4.0,6.2,4.8,2.0,1.0,13.2,13.0,2012,4,1
9,19,3,3,1,60.0,80.0,1.6,2.0,18.2,11.8,9.6,8.0,8.0,6.8,1.0,0.8,8.8,10.6,2012,5,1
21,1,2,1,3,40.0,60.0,1.2,1.6,14.6,11.8,7.2,6.6,6.4,5.6,1.2,0.8,11.8,11.8,2012,5,2
17,30,0,0,1,40.0,40.0,1.2,1.8,18.8,16.2,9.8,9.6,10.4,8.2,0.6,1.4,5.2,10.8,2012,6,1
2,23,3,2,-3,20.0,0.0,1.2,0.6,17.2,8.4,10.2,4.8,6.0,5.0,1.8,1.2,11.0,15.2,2012,11,2
3,34,1,2,-2,20.0,20.0,1.0,1.2,12.6,9.0,8.0,5.0,4.8,2.0,1.2,2.8,12.8,15.6,2012,11,0
11,9,2,0,5,40.0,20.0,1.0,1.0,15.0,16.8,7.4,8.8,7.0,7.2,0.8,0.8,10.8,10.4,2012,11,2
12,27,2,1,-5,60.0,40.0,2.0,0.8,14.6,5.8,7.6,2.2,5.0,2.6,1.8,1.4,15.0,13.6,2012,11,2
19,17,2,1,-5,80.0,40.0,3.2,1.2,19.0,17.8,11.2,10.8,11.0,7.8,0.8,1.2,9.8,12.2,2012,11,2
28,0,1,2,6,80.0,20.0,1.8,1.0,11.8,13.4,6.6,8.0,4.0,6.4,0.4,1.4,12.0,13.8,2012,11,0
29,22,2,3,0,40.0,40.0,1.6,1.4,10.6,11.4,6.0,5.8,6.2,4.4,1.0,1.6,14.0,16.2,2012,11,0
30,21,5,0,-7,60.0,40.0,1.6,1.8,18.4,10.4,10.8,6.2,8.0,2.8,0.6,2.4,10.8,13.0,2012,11,2
1,18,0,1,6,0.0,20.0,0.8,0.4,15.2,15.8,8.0,8.6,8.6,6.8,1.8,0.8,9.0,8.8,2012,12,0
35,32,1,5,6,0.0,60.0,1.2,1.6,11.0,13.0,5.8,6.6,5.6,4.6,2.4,1.2,15.0,16.2,2012,12,0
9,3,3,0,-12,40.0,40.0,1.6,0.8,18.6,11.0,9.4,5.8,7.4,6.6,1.6,1.8,10.2,16.8,2012,25,2
18,2,3,0,-12,100.0,20.0,2.6,1.4,14.8,7.0,10.0,4.0,5.4,2.8,0.4,2.6,11.0,22.2,2012,25,2
21,35,2,2,-5,60.0,20.0,1.6,1.2,14.6,8.8,7.0,5.2,6.0,3.0,0.8,1.6,10.2,18.6,2012,25,1
23,12,0,1,10,20.0,0.0,1.4,0.6,13.2,12.0,6.8,6.8,5.8,5.2,2.0,2.0,14.4,17.8,2012,25,0
32,28,4,0,1,0.0,60.0,0.6,1.6,12.8,9.6,6.4,6.4,7.6,4.8,1.4,1.0,12.0,16.6,2012,25,2
34,1,0,0,7,0.0,60.0,0.6,1.8,11.8,12.6,6.4,7.4,6.2,5.2,1.4,1.2,11.6,13.8,2012,25,1
0,30,5,2,-1,60.0,20.0,2.2,1.2,16.6,13.4,9.6,8.0,8.6,7.0,0.8,1.2,6.2,12.0,2012,26,2
22,19,1,2,17,40.0,60.0,1.4,2.4,13.2,12.4,7.2,9.0,3.8,7.0,1.0,1.4,14.0,13.0,2012,26,0
27,29,2,0,-5,20.0,40.0,1.0,0.8,9.6,8.2,4.2,4.0,6.4,2.8,1.2,0.8,10.8,13.0,2012,26,2
2,1,1,1,6,40.0,40.0,1.6,1.4,15.2,11.2,8.4,5.8,6.4,4.6,1.8,1.0,13.4,13.2,2012,3,1
17,0,1,2,2,40.0,40.0,1.0,1.4,18.4,13.0,10.0,8.0,10.2,5.8,0.4,1.4,5.6,12.4,2012,3,0
18,3,2,0,-11,100.0,40.0,3.0,0.8,15.8,9.8,10.8,4.8,6.6,7.2,0.4,2.0,9.0,18.6,2012,3,2
23,11,1,1,11,20.0,20.0,1.4,0.8,14.4,9.6,7.8,4.6,6.0,4.6,1.8,1.0,12.0,11.0,2012,3,1
27,22,1,0,-5,20.0,60.0,1.0,1.8,9.4,13.6,4.0,7.8,6.6,6.0,1.0,1.8,10.0,13.8,2012,3,2
32,9,1,0,9,20.0,20.0,1.2,0.8,13.8,16.4,7.4,9.2,6.4,7.0,1.0,1.0,12.6,9.4,2012,3,2
34,29,0,2,-2,0.0,40.0,0.4,0.8,11.6,9.8,6.2,5.2,7.6,3.4,1.2,1.2,11.6,11.4,2012,3,0
12,35,5,0,-9,60.0,20.0,2.0,1.4,13.6,8.0,6.6,4.8,4.4,3.2,2.0,1.2,14.6,16.8,2012,4,2
21,28,1,1,2,60.0,60.0,2.0,1.6,13.8,10.0,7.4,6.4,4.8,4.8,1.2,1.6,11.0,17.0,2012,4,1
30,19,1,3,4,80.0,60.0,2.4,2.4,18.8,10.8,10.6,8.4,7.4,5.8,0.4,1.6,8.2,14.0,2012,4,0
1,12,1,0,1,0.0,20.0,0.8,0.8,13.8,11.0,7.4,6.0,8.8,5.2,1.6,1.6,8.6,18.0,2012,10,2
3,23,2,1,-4,20.0,0.0,1.0,1.0,11.8,12.2,7.2,7.0,5.0,5.2,1.2,1.6,11.4,12.4,2012,10,2
9,27,1,0,-11,40.0,20.0,1.8,0.6,21.0,6.6,11.2,2.2,9.2,2.4,1.4,1.6,10.4,13.8,2012,10,2
11,30,1,0,2,60.0,20.0,1.2,1.4,11.4,12.0,5.8,6.4,4.8,5.6,0.6,1.8,11.0,14.2,2012,10,2
28,17,1,0,4,60.0,20.0,1.6,1.0,9.0,15.8,5.2,9.6,3.6,6.4,0.6,1.6,13.4,11.2,2012,10,2
35,2,0,2,2,0.0,20.0,1.2,1.2,11.0,6.8,6.4,4.0,6.6,3.4,3.0,2.8,18.6,21.8,2012,10,0
19,32,2,0,-10,80.0,60.0,2.8,2.2,16.8,15.6,8.8,8.6,10.2,4.8,0.8,1.2,9.4,14.8,2012,11,2
22,34,1,1,2,20.0,20.0,0.8,1.2,13.8,9.6,6.4,5.4,3.2,3.0,1.0,2.8,14.0,15.6,2012,11,1
29,18,1,0,15,20.0,40.0,1.6,0.4,10.6,17.8,6.2,9.8,6.2,8.2,1.6,0.4,15.2,8.0,2012,11,2
0,21,2,1,-8,60.0,40.0,3.0,1.4,18.4,9.6,10.8,5.2,8.6,3.0,1.2,2.6,6.4,14.0,2012,12,2
17,11,3,0,-1,20.0,20.0,1.0,0.8,16.6,9.4,7.8,5.0,9.2,4.8,0.8,1.0,6.4,13.0,2012,13,2
12,29,0,3,-10,80.0,60.0,3.0,1.2,16.0,11.4,8.8,6.0,5.2,3.8,1.0,1.0,13.4,11.6,2012,17,0
34,32,1,1,5,0.0,40.0,0.4,1.6,11.4,14.0,5.8,7.6,7.8,5.6,1.6,1.2,10.4,14.6,2012,17,1
21,22,1,0,-6,60.0,60.0,1.8,1.4,14.4,11.4,7.6,6.0,6.6,5.2,0.8,1.6,9.6,12.4,2012,18,2
35,19,0,5,16,0.0,60.0,0.8,2.0,10.2,9.2,6.0,7.0,6.4,4.4,3.0,1.8,17.4,15.0,2012,18,0
2,28,2,0,5,40.0,40.0,1.6,1.2,14.8,8.0,8.8,5.0,6.2,3.4,1.6,1.4,15.2,18.4,2012,20,2
11,0,0,1,3,60.0,40.0,1.2,1.4,10.6,13.4,5.6,8.2,3.0,2.8,0.6,1.4,14.4,12.8,2012,21,0
18,9,2,1,1,100.0,20.0,2.8,0.6,16.4,15.0,9.6,8.4,7.0,7.2,0.4,1.0,10.2,10.0,2012,21,2
23,17,3,2,12,20.0,20.0,1.2,1.0,15.4,14.0,8.0,8.6,5.8,4.0,1.4,1.8,10.2,9.4,2012,21,2
